LAT,LON,PLACE,YEAR,MONTH,DAY,PRECTOT,QV2M,RH2M,PS,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,TEMPERATURE,WS10M_RANGE,WS10M_MIN,WS10M_MAX,WS10M
23.79831,86.44081,DHANBAD,2018,3,5,0.03,7.37,38.35,98,15.19,23.69,9.01,9.03,32.93,17.74,24.16,5.32,1.23,6.55,4.38
23.79831,86.44081,DHANBAD,2018,3,6,0.23,8.33,44.93,98.03,15.2,23.67,10.9,10.78,32.28,17.08,23.56,2.57,2.85,5.42,4.07
23.79831,86.44081,DHANBAD,2018,3,7,0,5.33,29.81,98.14,18.17,22.39,4.31,4.22,32.22,14.05,23.01,3.51,1.08,4.59,3.26
23.79831,86.44081,DHANBAD,2018,3,8,0,5.79,30.91,98.2,17.09,22.57,5.51,5.44,32.05,14.97,23.8,2.23,0.29,2.51,1.54
23.79831,86.44081,DHANBAD,2018,3,9,0,6.14,32.78,98.13,17.12,22.62,6.34,6.3,32.43,15.31,23.77,4,0.27,4.27,2.8
23.79831,86.44081,DHANBAD,2018,3,10,0,5.93,31.22,98.05,19.11,22.87,5.81,5.64,33.57,14.46,23.98,4.68,1.11,5.8,3.37
23.79831,86.44081,DHANBAD,2018,3,11,0,6.24,31.17,98.06,18.41,23.76,6.56,6.49,34.11,15.69,24.86,4.35,0.2,4.55,2.73
23.79831,86.44081,DHANBAD,2018,3,12,0,7.04,34.12,98.03,15.39,24.28,8.34,8.26,33.48,18.09,25.37,1.77,0.92,2.69,2.01
23.79831,86.44081,DHANBAD,2018,3,13,0,6.78,31.77,97.94,15.58,24.87,7.77,7.61,35.09,19.52,25.92,2.95,1.84,4.79,2.98
23.79831,86.44081,DHANBAD,2018,3,14,0,6.25,29.4,97.87,17.68,24.38,6.57,6.51,34.78,17.1,25.85,3.87,1.32,5.19,2.92
23.79831,86.44081,DHANBAD,2018,3,15,0,6.99,30.96,97.76,16.23,26.09,8.19,8,35.62,19.39,26.84,2.52,0.25,2.77,1.68
23.79831,86.44081,DHANBAD,2018,3,16,0.01,9.42,41.01,97.69,13.35,27.33,12.69,12.61,34.78,21.43,27.1,4.72,1.25,5.97,3.07
23.79831,86.44081,DHANBAD,2018,3,17,1.05,9.39,42.47,97.84,14.05,26.88,12.68,12.6,34.07,20.02,26.48,4.91,1.5,6.4,3.19
23.79831,86.44081,DHANBAD,2018,3,18,0,7.46,34.24,98.03,14.64,25.85,9.19,8.76,33.99,19.35,26.28,2.54,0.81,3.35,2.05
23.79831,86.44081,DHANBAD,2018,3,19,0,4.71,22.54,98.18,18.01,24.16,2.62,2.33,34.59,16.58,25.62,3.27,0.29,3.56,2.22
23.79831,86.44081,DHANBAD,2018,3,20,0,4.96,23.24,97.93,18.39,24.5,3.3,3.11,34.88,16.49,25.92,3.72,0.28,3.99,2.36
23.79831,86.44081,DHANBAD,2018,3,21,0,6.06,25.94,97.81,16.18,26.33,6.13,5.83,35.87,19.7,27.44,2.06,0.41,2.48,1.64
23.79831,86.44081,DHANBAD,2018,3,22,0,8.87,36.71,97.57,15.6,28.23,11.72,11.65,36.46,20.87,27.95,2.66,0.75,3.4,2.29
23.79831,86.44081,DHANBAD,2018,3,23,0,8.43,35.33,97.66,15.69,28.03,10.97,10.63,36.14,20.45,27.75,2.36,0.67,3.03,2.01
23.79831,86.44081,DHANBAD,2018,3,24,0.15,8.56,35.96,98.01,14.25,27.87,11.25,11.12,35.56,21.31,27.77,1.89,0.49,2.38,1.59
23.79831,86.44081,DHANBAD,2018,3,25,0.14,8.46,35.4,98.16,14.46,28.2,11.09,11.04,35.47,21.01,27.86,2.04,0.57,2.61,1.59
23.79831,86.44081,DHANBAD,2018,3,26,2.51,7.32,32.11,98.03,15.72,26.71,8.92,8.52,35.35,19.63,27.06,4.12,0.82,4.94,2.94
23.79831,86.44081,DHANBAD,2018,3,27,0,6.26,27.08,97.86,17.98,27.39,6.61,6.44,36.03,18.05,27.27,1.96,1.03,2.99,1.96
23.79831,86.44081,DHANBAD,2018,3,28,0,6.07,25.01,97.79,17.13,27.61,6.16,5.84,37.12,19.99,28.09,2.34,1.23,3.57,2.24
23.79831,86.44081,DHANBAD,2018,3,29,0,6.33,26.01,97.69,18.12,27.99,6.74,6.01,37.69,19.56,28.11,3.23,0.7,3.93,1.84
23.79831,86.44081,DHANBAD,2018,3,30,0.03,7.34,30.3,97.58,18.68,29.33,8.88,7.88,38,19.32,28.01,4.89,0.64,5.53,2.62
23.79831,86.44081,DHANBAD,2018,3,31,1.77,10.97,46.79,97.73,16.73,29.08,15.09,14.33,36.76,20.03,27.44,3.58,1,4.59,2.62
23.79831,86.44081,DHANBAD,2018,4,1,9.83,13.64,60.46,97.86,14.31,28.5,18.61,18.38,34.64,20.33,26.77,3.11,1.76,4.87,2.91
23.79831,86.44081,DHANBAD,2018,4,2,3.04,11.96,57.04,97.96,11.99,26.89,16.54,16.15,32.59,20.6,25.57,4.6,0.67,5.27,2.87
23.79831,86.44081,DHANBAD,2018,4,3,0,11.15,50.52,97.84,15.72,28.41,15.4,15.28,34.47,18.75,26.43,2.35,1.28,3.63,2.41
23.79831,86.44081,DHANBAD,2018,4,4,0.02,12.2,50.9,97.65,15.13,29.88,16.77,16.6,35.37,20.23,27.79,3.13,1.42,4.55,2.71
23.79831,86.44081,DHANBAD,2018,4,5,0.61,12.74,50.56,97.47,15.18,30.65,17.43,17.21,36.75,21.56,28.62,3.47,0.9,4.37,2.58
23.79831,86.44081,DHANBAD,2018,4,6,0.23,13.55,54.33,97.64,14.82,30.68,18.46,18.24,36.01,21.19,28.46,3.84,1.48,5.33,2.6
23.79831,86.44081,DHANBAD,2018,4,7,11.03,16.69,78.63,97.9,7.03,26.43,21.8,21.72,29.98,22.95,25.72,3.48,1.47,4.96,2.96
23.79831,86.44081,DHANBAD,2018,4,8,2.32,13.41,58.03,97.94,13.09,28.44,18.36,17.95,34.93,21.84,27.2,4.12,0.71,4.83,2.48
23.79831,86.44081,DHANBAD,2018,4,9,11,14.38,62.98,97.93,12.49,27.76,19.47,19.29,33.61,21.12,26.99,2.21,2.83,5.04,3.82
23.79831,86.44081,DHANBAD,2018,4,10,6.59,13.1,54.76,97.78,14.44,28.64,17.95,17.69,35.1,20.67,27.77,4.52,0.78,5.29,2.84
23.79831,86.44081,DHANBAD,2018,4,11,8.06,13.82,55.83,97.73,14.81,29.13,18.79,18.51,35.38,20.57,28.34,2.38,1.14,3.52,2.12
23.79831,86.44081,DHANBAD,2018,4,12,9.06,13.31,54.35,97.67,13.56,28.7,18.17,17.88,34.9,21.34,28.15,3.58,0.63,4.21,2.54
23.79831,86.44081,DHANBAD,2018,4,13,4.56,12.11,48.8,97.73,15.48,28.79,16.65,16.42,36.04,20.56,28.4,5.17,0.9,6.06,3.25
23.79831,86.44081,DHANBAD,2018,4,14,0.11,11.91,44.76,97.62,15.21,30.37,16.34,16.12,37.58,22.37,29.59,2.04,1.07,3.11,2.25
23.79831,86.44081,DHANBAD,2018,4,15,0.1,9.09,34.89,97.66,17.99,29.4,12.11,11.78,37.78,19.8,29.26,3.74,0.96,4.71,2.72
23.79831,86.44081,DHANBAD,2018,4,16,0,9.39,34,97.72,16.68,30.77,12.6,12.42,38.66,21.98,30.28,2.32,0.62,2.94,1.91
23.79831,86.44081,DHANBAD,2018,4,17,1.73,12.09,42.47,97.68,17.1,32.32,16.56,16.34,39.8,22.7,30.78,4.17,0.77,4.94,2.48
23.79831,86.44081,DHANBAD,2018,4,18,0.83,13.13,46.49,97.56,16.26,32.05,17.89,17.69,39,22.74,30.6,3.13,1.46,4.59,2.94
23.79831,86.44081,DHANBAD,2018,4,19,0.02,10.33,34.99,97.37,15.84,31.95,14.02,13.47,39.72,23.88,31.38,2.86,0.55,3.41,2.03
23.79831,86.44081,DHANBAD,2018,4,20,0,9.34,31.83,97.34,17.13,32.36,12.47,12.19,40.34,23.21,31.28,3.41,0.32,3.72,2.02
23.79831,86.44081,DHANBAD,2018,4,21,0.28,11.98,39.25,97.33,16.68,33.31,16.34,16.06,40.36,23.68,31.94,1.65,1.47,3.11,2.4
23.79831,86.44081,DHANBAD,2018,4,22,1.38,11.89,40.34,97.52,14.75,32.59,16.26,15.8,39.05,24.3,31.36,2.2,0.99,3.18,1.88
23.79831,86.44081,DHANBAD,2018,4,23,0,7.31,25.76,97.66,16.14,31.01,8.88,7.5,38.94,22.8,30.78,2.06,0.77,2.83,1.66
23.79831,86.44081,DHANBAD,2018,4,24,0.01,6.52,23.54,97.6,17.65,30.74,7.21,6.58,39.07,21.41,30.35,1.58,0.82,2.4,1.91
23.79831,86.44081,DHANBAD,2018,4,25,0,7.53,27.03,97.43,17.3,31.43,9.26,8.59,39.45,22.15,30.4,1.77,1.41,3.18,1.87
23.79831,86.44081,DHANBAD,2018,4,26,0.84,12.43,45.98,97.49,16.24,32.08,17,16.34,38.65,22.4,29.83,4,1.79,5.79,3.75
23.79831,86.44081,DHANBAD,2018,4,27,9.59,14.66,57.76,97.69,13.47,30.22,19.74,19.39,36.51,23.04,28.76,3.91,2.09,5.99,4.21
23.79831,86.44081,DHANBAD,2018,4,28,2.43,14.23,54.46,97.6,16.66,30.81,19.24,18.97,38.28,21.62,29.25,2.9,2.04,4.95,3.67
23.79831,86.44081,DHANBAD,2018,4,29,2.17,13.37,47.96,97.36,17.35,32.42,18.16,17.89,39.43,22.07,30.34,5.75,0.33,6.07,3.1
23.79831,86.44081,DHANBAD,2018,4,30,11.91,16.61,63,97.42,12.88,30.66,21.72,21.47,36.88,24,29.34,4.61,0.6,5.21,3.51
23.79831,86.44081,DHANBAD,2018,5,1,2.25,15.3,58.31,97.55,12.82,31,20.41,20.13,36.35,23.54,29.3,3.56,1.76,5.32,3.61
23.79831,86.44081,DHANBAD,2018,5,2,5.48,15.7,61.97,97.63,12.35,30.51,20.84,20.68,35.28,22.93,28.7,3.39,1.84,5.23,3.48
23.79831,86.44081,DHANBAD,2018,5,3,3.42,15.4,65,97.79,9.6,29.29,20.55,20.34,32.85,23.25,27.58,3.56,0.74,4.29,2.51
23.79831,86.44081,DHANBAD,2018,5,4,0.39,13.85,53.16,97.64,14.95,30.99,18.81,18.64,37.01,22.06,29.22,2.33,2.01,4.34,2.92
23.79831,86.44081,DHANBAD,2018,5,5,2,15.2,52.53,97.52,15.56,32.64,20.28,20.05,38.96,23.4,31.01,2.93,0.64,3.57,2.06
23.79831,86.44081,DHANBAD,2018,5,6,0.07,13.77,43.71,97.44,17.58,33.76,18.6,18.29,41.45,23.86,32.51,3.51,0.48,3.99,2.17
23.79831,86.44081,DHANBAD,2018,5,7,0.42,12.75,37.68,97.28,14.86,35.04,17.31,17.07,41.77,26.91,33.76,2.42,0.26,2.68,1.24
23.79831,86.44081,DHANBAD,2018,5,8,1.27,12.48,37.68,97.21,16.69,35.07,16.97,16.6,41.82,25.13,33.38,2.22,1,3.22,2.1
23.79831,86.44081,DHANBAD,2018,5,9,0.54,10.99,33.91,97.42,15.13,33.88,14.99,14.26,40.89,25.77,33.04,4.6,0.88,5.48,2.91
23.79831,86.44081,DHANBAD,2018,5,10,1.04,11.7,37.1,97.64,14.3,34.41,16.01,15.6,40.05,25.75,32.58,2.61,0.12,2.74,1.39
23.79831,86.44081,DHANBAD,2018,5,11,1.33,12.38,41.04,97.51,15.47,33.67,16.9,16.23,40.03,24.56,31.76,3.35,1.68,5.03,2.88
23.79831,86.44081,DHANBAD,2018,5,12,0.09,13.79,46.95,97.54,15.53,34.22,18.67,18.29,39.4,23.88,31.28,6.15,0.31,6.46,3.52
23.79831,86.44081,DHANBAD,2018,5,13,2.86,15.79,53.91,97.5,12.69,33.47,20.9,20.7,37.83,25.14,31.21,4.21,1.61,5.81,3.73
23.79831,86.44081,DHANBAD,2018,5,14,2.84,14.86,52.37,97.58,12.25,32.54,19.92,19.51,37.1,24.85,30.68,4.45,0.34,4.79,2.29
23.79831,86.44081,DHANBAD,2018,5,15,0.24,13.54,46.24,97.42,14.5,32.83,18.35,18.18,38.79,24.29,31.21,3.78,0.96,4.74,2.8
23.79831,86.44081,DHANBAD,2018,5,16,3.14,13.78,48.06,97.28,13.71,32.16,18.62,18.42,38.72,25.01,30.82,3.68,1.11,4.79,2.3
23.79831,86.44081,DHANBAD,2018,5,17,4.86,15.45,55.82,97.34,13.63,32.47,20.53,20.18,37.92,24.29,30.19,3.33,0.63,3.96,2.29
23.79831,86.44081,DHANBAD,2018,5,18,0.12,13.18,43.56,97.22,16.56,33.5,17.87,17.4,40.71,24.15,31.76,2.83,1.85,4.68,3.03
23.79831,86.44081,DHANBAD,2018,5,19,0.62,13.86,44.62,97.2,16.1,34.53,18.67,18.31,40.62,24.52,32.21,4.01,0.38,4.39,2.32
23.79831,86.44081,DHANBAD,2018,5,20,5.52,15.54,51.14,97.31,13.62,33.71,20.59,20.37,38.96,25.34,31.83,2.73,1.07,3.8,2.09
23.79831,86.44081,DHANBAD,2018,5,21,0,13.13,41.2,97.27,16.15,34.47,17.8,17.66,40.69,24.54,32.69,2.72,0.85,3.56,2.47
23.79831,86.44081,DHANBAD,2018,5,22,2.25,15.82,51.1,97.31,14.04,34.52,20.88,20.55,39.3,25.26,32.15,3.7,1.27,4.97,2.47
23.79831,86.44081,DHANBAD,2018,5,23,1.67,17.25,58.34,97.27,12.32,33.17,22.32,21.98,38.51,26.19,31.32,5.55,0.59,6.15,3.56
23.79831,86.44081,DHANBAD,2018,5,24,0.11,16.77,54.63,97.14,12.66,33.61,21.82,21.59,38.36,25.7,31.96,3.07,2.93,6,4.28
23.79831,86.44081,DHANBAD,2018,5,25,8.84,18.17,60.96,97.12,10.46,32.44,23.15,22.93,37.47,27.02,31.42,2.98,2.64,5.62,3.83
23.79831,86.44081,DHANBAD,2018,5,26,0.02,15.69,47.44,97.1,16.78,34.83,20.68,20.25,42.25,25.47,33.29,5.57,0.4,5.97,3.5
23.79831,86.44081,DHANBAD,2018,5,27,0.47,15.86,47.32,97.12,15.33,35.76,20.86,20.57,41.37,26.05,33.53,4.71,1.4,6.11,3.7
23.79831,86.44081,DHANBAD,2018,5,28,1.97,15.58,47.04,96.94,13.81,35.44,20.54,20.35,40.72,26.91,33.29,3.52,3.26,6.77,4.79
23.79831,86.44081,DHANBAD,2018,5,29,5.13,16.94,54.97,96.92,12.15,33.69,21.95,21.79,38.43,26.28,31.99,3.42,2.47,5.9,4.48
23.79831,86.44081,DHANBAD,2018,5,30,0.42,16.45,51.14,97.01,14.22,35.06,21.47,21.28,40.12,25.91,32.77,3.5,1.46,4.96,2.98
23.79831,86.44081,DHANBAD,2018,5,31,1.89,16.53,50.69,97.21,12.95,35.22,21.57,21.4,40.14,27.19,33.05,4.69,0.37,5.06,2.59
23.79831,86.44081,DHANBAD,2018,6,1,6.92,18.5,65.55,97.42,8.76,32,23.49,23.32,35.52,26.76,30.52,1.96,2.7,4.66,3.64
23.79831,86.44081,DHANBAD,2018,6,2,5.26,18.43,65.81,97.37,10.7,32.6,23.41,23.2,36.32,25.62,30.37,4.29,1.52,5.81,3.25
23.79831,86.44081,DHANBAD,2018,6,3,0.49,16.64,53.25,97.06,12.96,34.42,21.67,21.4,38.81,25.85,32.26,4.2,0.28,4.48,2.53
23.79831,86.44081,DHANBAD,2018,6,4,0.45,17.18,56.44,97.07,11.03,34.19,22.21,22.02,37.57,26.53,31.8,4.47,1.06,5.53,3.27
23.79831,86.44081,DHANBAD,2018,6,5,2.24,18.62,67.08,97.33,7.65,31.75,23.57,23.41,34.45,26.8,30.21,1.64,3.25,4.89,4.07
23.79831,86.44081,DHANBAD,2018,6,6,4,18.17,63.68,97.38,10.37,32.5,23.19,22.96,36.59,26.22,30.7,3.33,1.94,5.27,3.48
23.79831,86.44081,DHANBAD,2018,6,7,8.71,18.37,61.7,97.04,10.34,33.18,23.32,23.13,36.65,26.3,31.39,2.25,2.29,4.53,3.29
23.79831,86.44081,DHANBAD,2018,6,8,13.84,19.78,73.94,96.87,6.46,30.17,24.45,24.33,33.19,26.73,29.47,2.36,1.39,3.76,2.36
23.79831,86.44081,DHANBAD,2018,6,9,5.59,18.92,67.18,96.59,8.91,31.82,23.71,23.54,34.98,26.07,30.33,1.53,0.76,2.3,1.44
23.79831,86.44081,DHANBAD,2018,6,10,0.13,17.67,55.53,96.4,12.5,34.6,22.56,22.37,38.64,26.14,32.46,1.63,1.57,3.2,2.32
23.79831,86.44081,DHANBAD,2018,6,11,4.91,18.32,56.99,96.33,9.37,33.92,23.14,22.94,37.54,28.17,32.62,3.6,1.64,5.23,3.44
23.79831,86.44081,DHANBAD,2018,6,12,11.54,18.43,56.96,96.26,10.62,33.69,23.23,23.01,38.41,27.79,32.72,5.18,0.51,5.69,2.84
23.79831,86.44081,DHANBAD,2018,6,13,1.17,17.76,58.34,96.37,10.73,32.11,22.64,22.42,37.71,26.98,31.66,8.55,1.44,9.99,5.11
23.79831,86.44081,DHANBAD,2018,6,14,7.52,16.54,49.42,96.49,13.98,33.66,21.45,21.25,41.25,27.28,33.38,3.87,3.11,6.99,4.98
23.79831,86.44081,DHANBAD,2018,6,15,0,13.89,39.25,96.69,15.28,35.08,18.59,18.45,42.21,26.93,34.45,5.16,2.42,7.58,4.88
23.79831,86.44081,DHANBAD,2018,6,16,0,14.4,40.78,96.8,13.46,34.66,19.2,19.05,41.17,27.71,34.43,5.9,1.98,7.88,4.37
23.79831,86.44081,DHANBAD,2018,6,17,0.68,14.29,38.27,96.78,12.39,35.71,19.05,18.87,41.81,29.43,35.43,7.86,0.55,8.41,4.26
23.79831,86.44081,DHANBAD,2018,6,18,1.07,15.33,42.46,96.8,11.79,35.98,20.22,20.02,40.76,28.98,34.81,4.46,0.71,5.18,3.18
23.79831,86.44081,DHANBAD,2018,6,19,0.18,15.34,44.42,96.87,12.86,35.7,20.25,20.01,40.68,27.82,34.02,3.49,0.47,3.96,2.41
23.79831,86.44081,DHANBAD,2018,6,20,10.81,18.89,63.77,97.03,7.23,31.68,23.77,23.57,35.16,27.93,31.29,3.01,1.14,4.15,3.01
23.79831,86.44081,DHANBAD,2018,6,21,13.76,20.5,78.32,97.12,5.14,29.25,25.05,24.97,32.15,27,29.12,3.16,2.29,5.46,3.92
23.79831,86.44081,DHANBAD,2018,6,22,0.3,17.5,58.37,97.03,12.35,33.34,22.51,22.28,38.03,25.69,31.51,4.41,1.2,5.6,3.07
23.79831,86.44081,DHANBAD,2018,6,23,11.4,19.51,67.32,97,8,31.57,24.29,24.1,34.98,26.98,30.89,3.68,0.49,4.17,2.59
23.79831,86.44081,DHANBAD,2018,6,24,14.52,19.39,70.73,96.94,8.2,30.03,24.16,24,34.5,26.3,29.91,3.82,0.73,4.55,2.54
23.79831,86.44081,DHANBAD,2018,6,25,12.19,19.84,73.81,96.79,7.99,29.73,24.49,24.36,34.24,26.25,29.54,2.03,2.92,4.95,3.87
23.79831,86.44081,DHANBAD,2018,6,26,19.08,19.69,77.48,96.85,6.78,28.94,24.34,24.24,32.39,25.61,28.57,2.63,1.51,4.13,2.91
23.79831,86.44081,DHANBAD,2018,6,27,22.74,20.7,86.74,96.84,4.77,27.55,25.09,25.08,30.14,25.38,27.48,6.7,0.67,7.37,3.98
23.79831,86.44081,DHANBAD,2018,6,28,2.91,19.27,81.09,97.11,6.91,28.25,24,23.94,31.16,24.25,27.47,3.7,2.77,6.47,4.82
23.79831,86.44081,DHANBAD,2018,6,29,2.11,18.67,73.75,97.17,8.88,29.7,23.55,23.43,33.36,24.49,28.58,2.19,2.54,4.73,3.56
23.79831,86.44081,DHANBAD,2018,6,30,0.08,18.05,67.06,97.09,10.53,30.71,23.02,22.86,34.81,24.28,29.63,3.98,1.25,5.23,3.19
23.79831,86.44081,DHANBAD,2018,7,1,5.03,19.34,74.53,97.08,6.37,29.44,24.11,24,32.29,25.91,28.99,1.63,3.31,4.94,4.01
23.79831,86.44081,DHANBAD,2018,7,2,13.22,19.84,77.25,97,7.49,29.2,24.49,24.4,32.97,25.48,28.78,4.23,1.41,5.65,3.67
23.79831,86.44081,DHANBAD,2018,7,3,6.32,19.94,81.04,96.92,6.24,27.98,24.53,24.47,31.68,25.44,28.03,3.92,1.97,5.89,4.06
23.79831,86.44081,DHANBAD,2018,7,4,26.51,20.08,81.58,96.88,6.27,28.12,24.64,24.59,31.67,25.39,28.03,2.42,2.95,5.37,4.17
23.79831,86.44081,DHANBAD,2018,7,5,3.88,19.7,74.67,96.9,9.16,29.6,24.38,24.26,33.54,24.37,29.23,4.51,0.89,5.4,3.18
23.79831,86.44081,DHANBAD,2018,7,6,16.04,19.8,72.72,96.85,8.48,30.11,24.47,24.33,33.67,25.19,29.77,3.55,0.23,3.79,2.08
23.79831,86.44081,DHANBAD,2018,7,7,0.6,19.79,72.36,96.75,9.02,30.62,24.45,24.31,34.47,25.45,29.83,2.02,1.04,3.06,2.28
23.79831,86.44081,DHANBAD,2018,7,8,2.08,20.64,78.14,96.74,7.3,30.06,25.1,25.01,33.54,26.24,29.22,4.14,1.67,5.82,3.8
23.79831,86.44081,DHANBAD,2018,7,9,11.23,21.03,80.42,96.77,7.47,29.92,25.4,25.34,33.09,25.61,29.04,2.32,2.56,4.88,3.78
23.79831,86.44081,DHANBAD,2018,7,10,7.1,20.8,80.72,96.85,6.94,29.65,25.23,25.16,32.55,25.61,28.81,2.61,1.32,3.94,2.89
23.79831,86.44081,DHANBAD,2018,7,11,1.94,20.88,79.72,96.74,6.81,29.85,25.28,25.21,32.93,26.12,29.07,3.82,0.34,4.16,2.24
23.79831,86.44081,DHANBAD,2018,7,12,8.63,20.98,83.84,96.69,5.33,28.6,25.31,25.28,31.31,25.98,28.27,3.76,0.7,4.46,2.61
23.79831,86.44081,DHANBAD,2018,7,13,1.45,21.05,84.38,96.71,5.44,28.47,25.37,25.34,31.39,25.95,28.22,3.44,1.87,5.31,3.83
23.79831,86.44081,DHANBAD,2018,7,14,1.98,20.74,79.79,96.67,7.81,29.69,25.15,25.09,33.23,25.42,28.92,2.88,1.68,4.56,3.08
23.79831,86.44081,DHANBAD,2018,7,15,7.1,21.16,81.98,96.61,6.68,29.26,25.46,25.39,32.46,25.77,28.79,4.64,1.53,6.17,4.35
23.79831,86.44081,DHANBAD,2018,7,16,8.79,21.11,81.56,96.57,7.37,29.39,25.42,25.36,32.97,25.6,28.83,5.99,2.2,8.19,5.13
23.79831,86.44081,DHANBAD,2018,7,17,16.02,21.76,86.66,96.55,5.44,28.41,25.88,25.87,31.26,25.83,28.29,3.14,4.05,7.19,5.41
23.79831,86.44081,DHANBAD,2018,7,18,9.43,21.3,82.65,96.76,6.7,29.25,25.59,25.55,32.52,25.82,28.79,4.17,1.44,5.61,3.9
23.79831,86.44081,DHANBAD,2018,7,19,2.63,21.47,81.14,96.73,6.77,29.42,25.73,25.67,33.12,26.36,29.23,3.64,1.26,4.9,2.73
23.79831,86.44081,DHANBAD,2018,7,20,3.4,21.77,78.33,96.64,6.57,29.91,25.97,25.88,33.39,26.82,30.07,2.26,0.86,3.12,1.87
23.79831,86.44081,DHANBAD,2018,7,21,22.57,21.9,84.76,96.58,5.78,28.91,26,25.97,32.47,26.69,28.79,6.55,1.46,8,5.31
23.79831,86.44081,DHANBAD,2018,7,22,15.03,21.76,85.03,96.4,7.66,28.8,25.86,25.83,33.06,25.4,28.6,4.7,4.09,8.79,6.27
23.79831,86.44081,DHANBAD,2018,7,23,10.43,19.96,85.48,96.67,5.25,27.14,24.47,24.45,30.12,24.87,27.09,5.83,3.23,9.06,6.47
23.79831,86.44081,DHANBAD,2018,7,24,2.53,19.68,80.83,96.97,8.56,28.37,24.32,24.27,32.6,24.04,27.86,3.22,2.72,5.93,4.44
23.79831,86.44081,DHANBAD,2018,7,25,4.84,19.74,81.88,96.95,7.23,27.97,24.37,24.32,31.94,24.72,27.69,2.45,1.92,4.38,3.35
23.79831,86.44081,DHANBAD,2018,7,26,29.49,20.46,88.19,97,4.35,26.97,24.92,24.92,29.39,25.04,27.03,1.86,1.55,3.41,2.54
23.79831,86.44081,DHANBAD,2018,7,27,9.25,19.62,82.28,96.96,5.95,27.53,24.26,24.21,30.87,24.92,27.5,4.2,1.82,6.02,3.65
23.79831,86.44081,DHANBAD,2018,7,28,17.19,20.04,87.72,96.94,6.1,26.83,24.56,24.54,29.88,23.78,26.76,3.11,1.5,4.61,2.93
23.79831,86.44081,DHANBAD,2018,7,29,9.41,20.62,86.22,96.81,6.47,27.63,25.03,25.02,31.17,24.7,27.52,2.15,1.59,3.74,2.42
23.79831,86.44081,DHANBAD,2018,7,30,46.3,19.99,85.57,96.81,4.23,27.1,24.52,24.5,29.36,25.12,27.12,2.41,0.55,2.97,1.49
23.79831,86.44081,DHANBAD,2018,7,31,13.95,20,84.5,96.77,5.67,27.27,24.52,24.5,30.61,24.95,27.33,3.82,1.34,5.16,3.25
23.79831,86.44081,DHANBAD,2018,8,1,13.61,19.84,85.23,96.83,5.77,27.04,24.4,24.39,30.52,24.75,27.07,3.88,1.64,5.53,3.34
23.79831,86.44081,DHANBAD,2018,8,2,1.2,19.79,83.98,96.98,6.85,27.44,24.39,24.34,30.88,24.03,27.31,3.76,1.53,5.3,3.35
23.79831,86.44081,DHANBAD,2018,8,3,5.73,19.8,83.37,96.98,7.06,27.59,24.4,24.38,31.45,24.39,27.43,1.94,2.37,4.31,3.56
23.79831,86.44081,DHANBAD,2018,8,4,1.31,19.73,82.67,96.95,7.64,27.66,24.34,24.3,31.74,24.1,27.51,3.49,2.43,5.92,4.31
23.79831,86.44081,DHANBAD,2018,8,5,30.61,20.72,89.7,96.96,4.08,26.79,25.11,25.12,29.04,24.96,26.94,2.79,1.89,4.68,3.24
23.79831,86.44081,DHANBAD,2018,8,6,65.89,20.73,89.99,96.79,3.86,26.53,25.09,25.1,29.1,25.23,26.87,4.35,0.45,4.81,2.65
23.79831,86.44081,DHANBAD,2018,8,7,22.75,20.61,89.31,96.78,5.12,26.69,25,25,29.42,24.3,26.9,5.96,0.88,6.84,4.02
23.79831,86.44081,DHANBAD,2018,8,8,8.97,20.09,86.25,96.95,6.19,27.27,24.62,24.62,30.74,24.55,27.1,4.1,3.28,7.39,4.99
23.79831,86.44081,DHANBAD,2018,8,9,1.3,20.35,85.3,97.17,7.35,28.01,24.88,24.86,31.59,24.24,27.54,2.71,1.99,4.71,3.46
23.79831,86.44081,DHANBAD,2018,8,10,1.48,20.92,84.42,97.09,6.44,28.44,25.33,25.31,31.52,25.08,28.17,1.56,0.74,2.31,1.34
23.79831,86.44081,DHANBAD,2018,8,11,14.65,21.58,85.92,96.84,5.86,28.44,25.79,25.77,31.36,25.5,28.35,2.02,0.58,2.6,1.79
23.79831,86.44081,DHANBAD,2018,8,12,7.52,21.85,88.38,96.64,5.45,28.04,25.95,25.95,31.17,25.72,28.04,3.21,0.39,3.6,2.4
23.79831,86.44081,DHANBAD,2018,8,13,4.62,21.13,86.45,96.74,6.28,28.11,25.42,25.41,31.31,25.03,27.87,2.97,1.53,4.5,2.72
23.79831,86.44081,DHANBAD,2018,8,14,5.15,21.31,88.19,96.73,5.28,27.76,25.55,25.55,30.58,25.3,27.67,3.17,1.49,4.67,2.84
23.79831,86.44081,DHANBAD,2018,8,15,6.7,21.71,90.58,96.87,4.45,27.51,25.87,25.88,30.32,25.87,27.55,5.76,1.95,7.72,5.17
23.79831,86.44081,DHANBAD,2018,8,16,8.68,21,88.71,97.01,4.95,27.44,25.35,25.36,30.33,25.38,27.37,4.91,2.68,7.59,5.07
23.79831,86.44081,DHANBAD,2018,8,17,1.59,20.61,85.32,96.91,7.01,28.09,25.04,25.03,31.42,24.41,27.7,2.31,2.01,4.32,2.98
